Author;Title;Co-Authors;Pagination;Published in
Ferucio Laurentiu Tiplea;Hierarchies of Petri Net Languages and a Super-Normal Form.;Cristian Ene;396-405;1995
Cristian Ene;Hierarchies of Petri Net Languages and a Super-Normal Form.;Ferucio Laurentiu Tiplea;396-405;1995
Gianpiero Cattaneo;Rule Space Transformations and One-Dimensional Cellular Automata.;Enrico Formenti, Giancarlo Mauri;409-419;1995
Enrico Formenti;Rule Space Transformations and One-Dimensional Cellular Automata.;Gianpiero Cattaneo, Giancarlo Mauri;409-419;1995
Giancarlo Mauri;Rule Space Transformations and One-Dimensional Cellular Automata.;Gianpiero Cattaneo, Enrico Formenti;409-419;1995
Martin Kutrib;Real-Time One-Way Pushdown Cellular Automata Languages.;Jörg Richstein;420-429;1995
Jörg Richstein;Real-Time One-Way Pushdown Cellular Automata Languages.;Martin Kutrib;420-429;1995
Jirí Síma;Neural Language Acceptors.;Jirí Wiedermann;430-439;1995
Jirí Wiedermann;Neural Language Acceptors.;Jirí Síma;430-439;1995
Peter R. J. Asveld;Towards Robustness in Parsing - Fuzzifying Context-Free Language Recognition.;nan;443-453;1995
Blanca Cases;From Synonymy to Self-Modifying Automata: Q-Diam Language.;nan;454-459;1995
José Fortes Gálvez;A Practical Small LR Parser with Action Decision Through Minimal Stack Suffix Scanning.;nan;460-465;1995
Radu Gramatovici;Introducing the Operational Parser.;nan;466-471;1995
Mark-Jan Nederhof;Reversible Pushdown Automata and Bidirectional Parsing.;nan;472-481;1995
Ulrich Nitsche;A Finitary-Language Semantics for Propositional Linear Temporal Logic.;nan;482-489;1995
Zoltán Ésik;Iteration Semirings.;nan;1-20;2008
Mika Hirvensalo;Various Aspects of Finite Quantum Automata.;nan;21-33;2008
Juraj Hromkovic;On the Hardness of Determining Small NFA's and of Proving Lower Bounds on Their Sizes.;Georg Schnitger;34-55;2008
Georg Schnitger;On the Hardness of Determining Small NFA's and of Proving Lower Bounds on Their Sizes.;Juraj Hromkovic;34-55;2008
Petr Jancar;Selected Ideas Used for Decidability and Undecidability of Bisimilarity.;nan;56-71;2008
Jeffrey O. Shallit;The Frobenius Problem and Its Generalizations.;nan;72-83;2008
Flavio D'Alessandro;Well Quasi-orders in Formal Language Theory.;Stefano Varricchio;84-95;2008
Stefano Varricchio;Well Quasi-orders in Formal Language Theory.;Flavio D'Alessandro;84-95;2008
Anil Ada;On the Non-deterministic Communication Complexity of Regular Languages.;nan;96-107;2008
Cyril Allauzen;General Algorithms for Testing the Ambiguity of Finite Automata.;Mehryar Mohri, Ashish Rastogi;108-120;2008
Mehryar Mohri;General Algorithms for Testing the Ambiguity of Finite Automata.;Cyril Allauzen, Ashish Rastogi;108-120;2008
Ashish Rastogi;General Algorithms for Testing the Ambiguity of Finite Automata.;Cyril Allauzen, Mehryar Mohri;108-120;2008
Mohamed Faouzi Atig;Emptiness of Multi-pushdown Automata Is 2ETIME-Complete.;Benedikt Bollig, Peter Habermehl;121-133;2008
Benedikt Bollig;Emptiness of Multi-pushdown Automata Is 2ETIME-Complete.;Mohamed Faouzi Atig, Peter Habermehl;121-133;2008
Peter Habermehl;Emptiness of Multi-pushdown Automata Is 2ETIME-Complete.;Mohamed Faouzi Atig, Benedikt Bollig;121-133;2008
Frédérique Bassino;The Average State Complexity of the Star of a Finite Set of Words Is Linear.;Laura Giambruno, Cyril Nicaud;134-145;2008
Laura Giambruno;The Average State Complexity of the Star of a Finite Set of Words Is Linear.;Frédérique Bassino, Cyril Nicaud;134-145;2008
Cyril Nicaud;The Average State Complexity of the Star of a Finite Set of Words Is Linear.;Frédérique Bassino, Laura Giambruno;134-145;2008
Henning Bordihn;On the Computational Capacity of Parallel Communicating Finite Automata.;Martin Kutrib, Andreas Malcher;146-157;2008
Martin Kutrib;On the Computational Capacity of Parallel Communicating Finite Automata.;Henning Bordihn, Andreas Malcher;146-157;2008
Andreas Malcher;On the Computational Capacity of Parallel Communicating Finite Automata.;Henning Bordihn, Martin Kutrib;146-157;2008
Michelangelo Bucci;On a Generalization of Standard Episturmian Morphisms.;Aldo de Luca, Alessandro De Luca;158-169;2008
Aldo de Luca;On a Generalization of Standard Episturmian Morphisms.;Michelangelo Bucci, Alessandro De Luca;158-169;2008
Alessandro De Luca;On a Generalization of Standard Episturmian Morphisms.;Michelangelo Bucci, Aldo de Luca;158-169;2008
Cristian S. Calude;Universal Recursively Enumerable Sets of Strings.;André Nies, Ludwig Staiger, Frank Stephan;170-182;2008
André Nies;Universal Recursively Enumerable Sets of Strings.;Cristian S. Calude, Ludwig Staiger, Frank Stephan;170-182;2008
Ludwig Staiger;Universal Recursively Enumerable Sets of Strings.;Cristian S. Calude, André Nies, Frank Stephan;170-182;2008
Frank Stephan;Universal Recursively Enumerable Sets of Strings.;Cristian S. Calude, André Nies, Ludwig Staiger;170-182;2008
Cristian S. Calude;Algorithmically Independent Sequences.;Marius Zimand;183-195;2008
Marius Zimand;Algorithmically Independent Sequences.;Cristian S. Calude;183-195;2008
Julien Cassaigne;Relationally Periodic Sequences and Subword Complexity.;Tomi Kärki, Luca Q. Zamboni;196-205;2008
Tomi Kärki;Relationally Periodic Sequences and Subword Complexity.;Julien Cassaigne, Luca Q. Zamboni;196-205;2008
Luca Q. Zamboni;Relationally Periodic Sequences and Subword Complexity.;Julien Cassaigne, Tomi Kärki;196-205;2008
Maxime Crochemore;Bounds on Powers in Strings.;Szilárd Zsolt Fazekas, Costas S. Iliopoulos, Inuka Jayasekera;206-215;2008
Szilárd Zsolt Fazekas;Bounds on Powers in Strings.;Maxime Crochemore, Costas S. Iliopoulos, Inuka Jayasekera;206-215;2008
Costas S. Iliopoulos;Bounds on Powers in Strings.;Maxime Crochemore, Szilárd Zsolt Fazekas, Inuka Jayasekera;206-215;2008
Inuka Jayasekera;Bounds on Powers in Strings.;Maxime Crochemore, Szilárd Zsolt Fazekas, Costas S. Iliopoulos;206-215;2008
Barbara F. Csima;When Is Reachability Intrinsically Decidable?.;Bakhadyr Khoussainov;216-227;2008
Bakhadyr Khoussainov;When Is Reachability Intrinsically Decidable?.;Barbara F. Csima;216-227;2008
Erzsébet Csuhaj-Varjú;Some New Modes of Competence-Based Derivations in CD Grammar Systems.;Jürgen Dassow, György Vaszil;228-239;2008
Jürgen Dassow;Some New Modes of Competence-Based Derivations in CD Grammar Systems.;Erzsébet Csuhaj-Varjú, György Vaszil;228-239;2008
György Vaszil;Some New Modes of Competence-Based Derivations in CD Grammar Systems.;Erzsébet Csuhaj-Varjú, Jürgen Dassow;228-239;2008
Arturo Carpi;The Synchronization Problem for Strongly Transitive Automata.;Flavio D'Alessandro;240-251;2008
Flavio D'Alessandro;The Synchronization Problem for Strongly Transitive Automata.;Arturo Carpi;240-251;2008
Rodrigo de Souza;On the Decidability of the Equivalence for k-Valued Transducers.;nan;252-263;2008
Alberto Dennunzio;Decidable Properties of 2D Cellular Automata.;Enrico Formenti;264-275;2008
Enrico Formenti;Decidable Properties of 2D Cellular Automata.;Alberto Dennunzio;264-275;2008
Bruno Durand;Fixed Point and Aperiodic Tilings.;Andrei E. Romashchenko, Alexander Shen;276-288;2008
Andrei E. Romashchenko;Fixed Point and Aperiodic Tilings.;Bruno Durand, Alexander Shen;276-288;2008
Alexander Shen;Fixed Point and Aperiodic Tilings.;Bruno Durand, Andrei E. Romashchenko;276-288;2008
Joost Engelfriet;Extended Multi Bottom-Up Tree Transducers.;Eric Lilin, Andreas Maletti;289-300;2008
Eric Lilin;Extended Multi Bottom-Up Tree Transducers.;Joost Engelfriet, Andreas Maletti;289-300;2008
Andreas Maletti;Extended Multi Bottom-Up Tree Transducers.;Joost Engelfriet, Eric Lilin;289-300;2008
Javier Esparza;Derivation Tree Analysis for Accelerated Fixed-Point Computation.;Stefan Kiefer, Michael Luttenberger;301-313;2008
Stefan Kiefer;Derivation Tree Analysis for Accelerated Fixed-Point Computation.;Javier Esparza, Michael Luttenberger;301-313;2008
Michael Luttenberger;Derivation Tree Analysis for Accelerated Fixed-Point Computation.;Javier Esparza, Stefan Kiefer;301-313;2008
Emmanuel Filiot;Tree Automata with Global Constraints.;Jean-Marc Talbot, Sophie Tison;314-326;2008
Jean-Marc Talbot;Tree Automata with Global Constraints.;Emmanuel Filiot, Sophie Tison;314-326;2008
Sophie Tison;Tree Automata with Global Constraints.;Emmanuel Filiot, Jean-Marc Talbot;314-326;2008
Dominik D. Freydenberger;Bad News on Decision Problems for Patterns.;Daniel Reidenbach;327-338;2008
Daniel Reidenbach;Bad News on Decision Problems for Patterns.;Dominik D. Freydenberger;327-338;2008
Pawel Gawrychowski;Finding the Growth Rate of a Regular of Context-Free Language in Polynomial Time.;Dalia Krieger, Narad Rampersad, Jeffrey O. Shallit;339-358;2008
Dalia Krieger;Finding the Growth Rate of a Regular of Context-Free Language in Polynomial Time.;Pawel Gawrychowski, Narad Rampersad, Jeffrey O. Shallit;339-358;2008
Narad Rampersad;Finding the Growth Rate of a Regular of Context-Free Language in Polynomial Time.;Pawel Gawrychowski, Dalia Krieger, Jeffrey O. Shallit;339-358;2008
Jeffrey O. Shallit;Finding the Growth Rate of a Regular of Context-Free Language in Polynomial Time.;Pawel Gawrychowski, Dalia Krieger, Narad Rampersad;339-358;2008
Viliam Geffert;More Concise Representation of Regular Languages by Automata and Regular Expressions.;Carlo Mereghetti, Beatrice Palano;359-370;2008
Carlo Mereghetti;More Concise Representation of Regular Languages by Automata and Regular Expressions.;Viliam Geffert, Beatrice Palano;359-370;2008
Beatrice Palano;More Concise Representation of Regular Languages by Automata and Regular Expressions.;Viliam Geffert, Carlo Mereghetti;359-370;2008
Jens Glöckler;A Taxonomy of Deterministic Forgetting Automata.;nan;371-382;2008
Hermann Gruber;Provably Shorter Regular Expressions from Deterministic Finite Automata.;Markus Holzer;383-395;2008
Markus Holzer;Provably Shorter Regular Expressions from Deterministic Finite Automata.;Hermann Gruber;383-395;2008
Jana Hadravová;Large Simple Binary Equality Words.;Stepan Holub;396-407;2008
Stepan Holub;Large Simple Binary Equality Words.;Jana Hadravová;396-407;2008
Stepan Holub;On the Relation between Periodicity and Unbordered Factors of Finite Words.;Dirk Nowotka;408-418;2008
Dirk Nowotka;On the Relation between Periodicity and Unbordered Factors of Finite Words.;Stepan Holub;408-418;2008
Masami Ito;Duplication in DNA Sequences.;Lila Kari, Zachary Kincaid, Shinnosuke Seki;419-430;2008
Lila Kari;Duplication in DNA Sequences.;Masami Ito, Zachary Kincaid, Shinnosuke Seki;419-430;2008
Zachary Kincaid;Duplication in DNA Sequences.;Masami Ito, Lila Kari, Shinnosuke Seki;419-430;2008
Shinnosuke Seki;Duplication in DNA Sequences.;Masami Ito, Lila Kari, Zachary Kincaid;419-430;2008
Galina Jirásková;On the State Complexity of Complements, Stars, and Reversals of Regular Languages.;nan;431-442;2008
Galina Jirásková;On the State Complexity of Operations on Two-Way Finite Automata.;Alexander Okhotin;443-454;2008
Alexander Okhotin;On the State Complexity of Operations on Two-Way Finite Automata.;Galina Jirásková;443-454;2008
Christos A. Kapoutsis;On the Size Complexity of Rotating and Sweeping Automata.;Richard Královic, Tobias Mömke;455-466;2008
Richard Královic;On the Size Complexity of Rotating and Sweeping Automata.;Christos A. Kapoutsis, Tobias Mömke;455-466;2008
Tobias Mömke;On the Size Complexity of Rotating and Sweeping Automata.;Christos A. Kapoutsis, Richard Královic;455-466;2008
Juhani Karhumäki;An Analysis and a Reproof of Hmelevskii's Theorem.;Aleksi Saarela;467-478;2008
Aleksi Saarela;An Analysis and a Reproof of Hmelevskii's Theorem.;Juhani Karhumäki;467-478;2008
Ondrej Klíma;Hierarchies of Piecewise Testable Languages.;Libor Polák;479-490;2008
Libor Polák;Hierarchies of Piecewise Testable Languages.;Ondrej Klíma;479-490;2008
Dietrich Kuske;Construction of Tree Automata from Regular Expressions.;Ingmar Meinecke;491-503;2008
Ingmar Meinecke;Construction of Tree Automata from Regular Expressions.;Dietrich Kuske;491-503;2008
Roberto Mantaci;Balance Properties and Distribution of Squares in Circular Words.;Sabrina Mantaci, Antonio Restivo;504-515;2008
Sabrina Mantaci;Balance Properties and Distribution of Squares in Circular Words.;Roberto Mantaci, Antonio Restivo;504-515;2008
Antonio Restivo;Balance Properties and Distribution of Squares in Circular Words.;Roberto Mantaci, Sabrina Mantaci;504-515;2008
Rémi Morin;MSO Logic for Unambiguous Shared-Memory Systems.;nan;516-528;2008
Victor L. Selivanov;Complexity of Topological Properties of Regular omega-Languages.;Klaus W. Wagner;529-542;2008
Klaus W. Wagner;Complexity of Topological Properties of Regular omega-Languages.;Victor L. Selivanov;529-542;2008
Jorge Almeida;Semidirect Products With the Pseudovariety of All Finite Groups.;Ana Paula Escada;1-21;2000
Ana Paula Escada;Semidirect Products With the Pseudovariety of All Finite Groups.;Jorge Almeida;1-21;2000
Adrian Atanasiu;On the Sentence Valuations in a Semiring.;Carlos Martín-Vide, Victor Mitrana;22-39;2000
Carlos Martín-Vide;On the Sentence Valuations in a Semiring.;Adrian Atanasiu, Victor Mitrana;22-39;2000
Victor Mitrana;On the Sentence Valuations in a Semiring.;Adrian Atanasiu, Carlos Martín-Vide;22-39;2000
Karl Auinger;Join Decompositions of Pseudovarieties of the Form DH ECom.;nan;40-50;2000
Sergey V. Avgustinovich;Arithmetical Complexity of Infinite Words.;Dmitry Fon-Der-Flaass, Anna E. Frid;51-62;2000
Dmitry Fon-Der-Flaass;Arithmetical Complexity of Infinite Words.;Sergey V. Avgustinovich, Anna E. Frid;51-62;2000
Anna E. Frid;Arithmetical Complexity of Infinite Words.;Sergey V. Avgustinovich, Dmitry Fon-Der-Flaass;51-62;2000
Vasco Brattka;The Emperor's New Recursiveness: The Epigraph of the Exponential Function in Two Models of Computability.;nan;63-72;2000
Thomas Buchholz;Iterative Arrays With Limited Nondeterministic Communication Cell.;Andreas Klein, Martin Kutrib;73-87;2000
Andreas Klein;Iterative Arrays With Limited Nondeterministic Communication Cell.;Thomas Buchholz, Martin Kutrib;73-87;2000
Martin Kutrib;Iterative Arrays With Limited Nondeterministic Communication Cell.;Thomas Buchholz, Andreas Klein;73-87;2000
Olivier Carton;R-Trivial Languages of Words on Countable Ordinals.;nan;88-102;2000
Christian Choffrut;The Theory of Rational Relations on Transfinite Strings.;Serge Grigorieff;103-133;2000
Serge Grigorieff;The Theory of Rational Relations on Transfinite Strings.;Christian Choffrut;103-133;2000
Erzsébet Csuhaj-Varjú;Networks of Watson-Crick D0L Systems.;Arto Salomaa;134-150;2000
Arto Salomaa;Networks of Watson-Crick D0L Systems.;Erzsébet Csuhaj-Varjú;134-150;2000
Jürgen Dassow;On the Differentiation Function of some Language Generating Devices.;nan;151-161;2000
Maria Demeny;Visualization of Cellular Automata.;Géza Horváth, Csaba Nagylaki, Zoltan Nagylaki;162-170;2000
Géza Horváth;Visualization of Cellular Automata.;Maria Demeny, Csaba Nagylaki, Zoltan Nagylaki;162-170;2000
Csaba Nagylaki;Visualization of Cellular Automata.;Maria Demeny, Géza Horváth, Zoltan Nagylaki;162-170;2000
Zoltan Nagylaki;Visualization of Cellular Automata.;Maria Demeny, Géza Horváth, Csaba Nagylaki;162-170;2000
Do Long Van;On A Class of Hypercodes.;nan;171-182;2000
Pál Dömösi;A Parsing Problem for Context-Sensitive Languages.;Masami Ito;183-184;2000
Masami Ito;A Parsing Problem for Context-Sensitive Languages.;Pál Dömösi;183-184;2000
Pál Dömösi;An Improvement of Iteration Lemmata for Context-free Languages.;Manfred Kudlek;185-191;2000
Manfred Kudlek;An Improvement of Iteration Lemmata for Context-free Languages.;Pál Dömösi;185-191;2000
Jozef Gruska;Quantum Finite Automata.;Roland Vollmar;192-211;2000
Roland Vollmar;Quantum Finite Automata.;Jozef Gruska;192-211;2000
Balázs Imreh;On Commutative Asynchronous Automata.;Masami Ito, Antal Pukler;212-221;2000
Masami Ito;On Commutative Asynchronous Automata.;Balázs Imreh, Antal Pukler;212-221;2000
Antal Pukler;On Commutative Asynchronous Automata.;Balázs Imreh, Masami Ito;212-221;2000
Isamu Inata;Presentations of Right Unitary Submonoids of Monoids.;nan;222-227;2000
Andrei V. Kelarev;A Combinatorial Property of Languages and Monoids.;Peter G. Trotter;228-239;2000
Peter G. Trotter;A Combinatorial Property of Languages and Monoids.;Andrei V. Kelarev;228-239;2000
Stavros Konstantinidis;Error-Detecting Properties of Languages.;nan;240-252;2000
Takeshi Koshiba;A Note on Finding One-Variable Patterns Consistent with Examples and Counterexamples.;Kunihiko Hiraishi;253-265;2000
Kunihiko Hiraishi;A Note on Finding One-Variable Patterns Consistent with Examples and Counterexamples.;Takeshi Koshiba;253-265;2000
Sylvain Lombardy;On the Star Height of Rational Languages: A New Presentation for Two Old Results.;Jacques Sakarovitch;266-285;2000
Jacques Sakarovitch;On the Star Height of Rational Languages: A New Presentation for Two Old Results.;Sylvain Lombardy;266-285;2000
Hajime Machida;Some Properties of Hyperoperations and Hyperclones.;nan;286-296;2000
Stuart W. Margolis;Words Guaranteeing Minimal Image.;Jean-Eric Pin, Mikhail V. Volkov;297-310;2000
Jean-Eric Pin;Words Guaranteeing Minimal Image.;Stuart W. Margolis, Mikhail V. Volkov;297-310;2000
Mikhail V. Volkov;Words Guaranteeing Minimal Image.;Stuart W. Margolis, Jean-Eric Pin;297-310;2000
Stuart W. Margolis;Power Semigroups and Polynomial Closure.;Benjamin Steinberg;311-322;2000
Benjamin Steinberg;Power Semigroups and Polynomial Closure.;Stuart W. Margolis;311-322;2000
Alexandru Mateescu;Routes and Trajectories.;nan;323-338;2000
Ryuki Matsuda;Characterization of Valuation Rings and Valuation Semigroups by Semistar-Operations.;nan;339-351;2000
